rodzaj,ksztalt_kapelusza,powierzchnia_kapelusza,kolor_kapelusza,zasinienia,zapach,sposob_przyrastania_blaszek,odstep_miedzy_blaszkami,rozmiar_blaszek,kolor_blaszek,ksztalt_trzonu,korzen_trzonu,powierzchnia_trzonu_nad_pierscieniem,powierzchnia_lodygi_ponizej_pierscienia,kolor_trzonu_nad_pierscieniem,kolor_trzonu_pod_pierscieniem,rodzaj_oslony,kolor_oslony,liczba_pierscieni,rodzaj_pierscienia,kolor_wysypu_zarodnikow,populacja,srodowisko
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
jadalny,wypukły,gładki,czerwony,tak,brak,wolne,mały,szeroki,czerwony,powiększający,missing,gładka,gładka,biały,czerwony,częściowa,biały,dwa,zanikający,biały,skupiona,nieużytki
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,dzwonowy,łuskowaty,biały,tak,brak,wolne,bardzo mały,wąski,biały,powiększający,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,biały,skupiona,liście
trujący,płaski,gładki,błyszczący,tak,nieprzyjemy,wolne,mały,szeroki,czekoladowy,zbieżny,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czekoladowy,kilka,miejskie
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,gładki,biały,tak,nieprzyjemy,wolne,mały,szeroki,biały,zbieżny,bulwiasty,włóknista,włóknista,biały,biały,częściowa,biały,jeden,opadający,czekoladowy,rozsiana,miejskie
jadalny,płaski,łuskowaty,szary,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,szary,różowy,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
trujący,wypukły,łuskowaty,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
jadalny,płaski,łuskowaty,czerwony,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,różowy,szary,częściowa,biały,jeden,opadający,czarny,kilka,laśne
jadalny,wypukły,łuskowaty,błyszczący,tak,brak,wolne,mały,szeroki,czerwony,powiększający,missing,gładka,gładka,biały,czerwony,częściowa,biały,dwa,zanikający,biały,skupiona,nieużytki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
jadalny,wypukły,łuskowaty,purpurowy,nie,brak,wolne,mały,wąski,czekoladowy,powiększający,missing,gładka,włóknista,biały,biały,częściowa,biały,jeden,kloszowy,czekoladowy,samotna,laśne
trujący,wypukły,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
jadalny,płaski,włóknisty,czerwony,tak,brak,wolne,mały,szeroki,purpurowy,zbieżny,bulwiasty,gładka,gładka,szary,biały,częściowa,biały,jeden,opadający,brązowy,samotna,laśne
trujący,płaski,gładki,błyszczący,tak,nieprzyjemy,wolne,mały,szeroki,czekoladowy,zbieżny,bulwiasty,gładka,włóknista,biały,biały,częściowa,biały,jeden,opadający,czekoladowy,kilka,miejskie
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
jadalny,płaski,łuskowaty,brązowy,tak,brak,wolne,mały,szeroki,purpurowy,zbieżny,bulwiasty,gładka,gładka,biały,szary,częściowa,biały,jeden,opadający,czarny,kilka,laśne
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
jadalny,wypukły,gładki,błyszczący,tak,brak,wolne,mały,szeroki,czerwony,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,zanikający,biały,skupiona,nieużytki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
jadalny,płaski,włóknisty,czerwony,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,szary,szary,częściowa,biały,jeden,opadający,czarny,samotna,laśne
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,gładki,szary,nie,kreozot,wolne,mały,wąski,różowy,powiększający,bulwiasty,gładka,gładka,biały,biały,częściowa,biały,jeden,opadający,czarny,kilka,laśne
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,gładki,szary,tak,nieprzyjemy,wolne,mały,szeroki,czekoladowy,zbieżny,bulwiasty,włóknista,włóknista,biały,biały,częściowa,biały,jeden,opadający,czekoladowy,rozsiana,miejskie
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
jadalny,płaski,łuskowaty,szary,tak,brak,wolne,mały,szeroki,purpurowy,zbieżny,bulwiasty,gładka,gładka,różowy,szary,częściowa,biały,jeden,opadający,czarny,samotna,laśne
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
jadalny,płaski,łuskowaty,brązowy,tak,brak,wolne,mały,szeroki,brązowy,zbieżny,bulwiasty,gładka,gładka,szary,szary,częściowa,biały,jeden,opadający,brązowy,kilka,laśne
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
jadalny,wybrzuszony,łuskowaty,błyszczący,tak,brak,wolne,mały,szeroki,czerwony,powiększający,missing,gładka,gładka,czerwony,czerwony,częściowa,biały,dwa,zanikający,biały,skupiona,nieużytki
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,wypukły,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,wypukły,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,kilka,laśne
trujący,płaski,włóknisty,szary,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,laśne
trujący,wypukły,gładki,biały,tak,nieprzyjemy,wolne,mały,szeroki,różowy,zbieżny,bulwiasty,włóknista,włóknista,biały,biały,częściowa,biały,jeden,opadający,czekoladowy,kilka,miejskie
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,płaski,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
trujący,wypukły,włóknisty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,szary,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,czekoladowy,powiększający,bulwiasty,jedwabista,jedwabista,brązowy,błyszczący,częściowa,biały,jeden,duży,czekoladowy,samotna,trawy
trujący,wypukły,łuskowaty,żółty,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,błyszczący,brązowy,częściowa,biały,jeden,duży,czekoladowy,kilka,ścieżki
trujący,płaski,łuskowaty,szary,nie,nieprzyjemy,wolne,mały,szeroki,różowy,powiększający,bulwiasty,jedwabista,jedwabista,różowy,brązowy,częściowa,biały,jeden,duży,czekoladowy,samotna,ścieżki
